Well,index,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340_pred,OD340_std,Label
B7,5.0,0.024280720129844658,0.025944151039015425,3.5110113541306562,0.050467369005784794,15.020221807902514,0.4811655497155245,336.82416294363776,8.954319772978546e-05,0.0012011804632772213,0.000642245766258342,0.014628352512780038,0.0002648846033741523,0.5461872054868141,0.10752964606222842,exploit
C7,5.0,0.024280720129844658,0.025944151039015425,3.5110113541306562,0.050467369005784794,15.020221807902514,0.4811655497155245,336.82416294363776,8.954319772978546e-05,0.0012011804632772213,0.000642245766258342,0.014628352512780038,0.0002648846033741523,0.5461872054868141,0.10752964606222842,exploit
D7,6.0,0.014358413327828952,0.343605779270905,2.82861525560228,0.07290068048993491,12.811077815283918,0.4585947376117757,521.2017859443669,0.00014253182424065795,0.002664531090124222,0.0029644605183016585,0.007858213116354715,0.00198343465090887,0.5458147318138186,0.10821040937449998,exploit
E7,6.0,0.014358413327828952,0.343605779270905,2.82861525560228,0.07290068048993491,12.811077815283918,0.4585947376117757,521.2017859443669,0.00014253182424065795,0.002664531090124222,0.0029644605183016585,0.007858213116354715,0.00198343465090887,0.5458147318138186,0.10821040937449998,exploit
F7,6.0,0.014358413327828952,0.343605779270905,2.82861525560228,0.07290068048993491,12.811077815283918,0.4585947376117757,521.2017859443669,0.00014253182424065795,0.002664531090124222,0.0029644605183016585,0.007858213116354715,0.00198343465090887,0.5458147318138186,0.10821040937449998,exploit
A8,7.0,0.03470638714472633,0.703260540433708,3.7473017277037632,0.008241212705870662,11.387345629026067,0.774316779323711,436.1139149599472,0.00016923358011486893,0.0017253254069335752,0.004079581946921307,0.008302932101775018,0.0014859021126269049,0.5442919673761704,0.10760563445123568,exploit
B8,7.0,0.03470638714472633,0.703260540433708,3.7473017277037632,0.008241212705870662,11.387345629026067,0.774316779323711,436.1139149599472,0.00016923358011486893,0.0017253254069335752,0.004079581946921307,0.008302932101775018,0.0014859021126269049,0.5442919673761704,0.10760563445123568,exploit
C8,7.0,0.03470638714472633,0.703260540433708,3.7473017277037632,0.008241212705870662,11.387345629026067,0.774316779323711,436.1139149599472,0.00016923358011486893,0.0017253254069335752,0.004079581946921307,0.008302932101775018,0.0014859021126269049,0.5442919673761704,0.10760563445123568,exploit
D8,,0.003928676962682772,0.30748800649672686,1.447182631797128,0.010763679088973906,9.20857348220185,0.5224149226549578,47.73794637100906,2.8760164481323573e-05,0.0003117083374200329,9.343314740259889e-05,0.0008023835582286667,9.503286388686976e-05,0.29331133007914567,0.10749304478461244,standard
E8,,0.003928676962682772,0.30748800649672686,1.447182631797128,0.010763679088973906,9.20857348220185,0.5224149226549578,47.73794637100906,2.8760164481323573e-05,0.0003117083374200329,9.343314740259889e-05,0.0008023835582286667,9.503286388686976e-05,0.29331133007914567,0.10749304478461244,standard
F8,,0.003928676962682772,0.30748800649672686,1.447182631797128,0.010763679088973906,9.20857348220185,0.5224149226549578,47.73794637100906,2.8760164481323573e-05,0.0003117083374200329,9.343314740259889e-05,0.0008023835582286667,9.503286388686976e-05,0.29331133007914567,0.10749304478461244,standard
