Well,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340_pred,OD340_std,Label
E4,0.012211421,0.908270662,2.963283898,0.037810184,10.60515703,0.489013501,356.9129311,4.51E-05,0.000789871,0.002844398,0.012311764,0.000256799,63.79814926,10.31753058,exploit
F4,0.012211421,0.908270662,2.963283898,0.037810184,10.60515703,0.489013501,356.9129311,4.51E-05,0.000789871,0.002844398,0.012311764,0.000256799,63.79814926,10.31753058,exploit
A5,0.013112097,0.683223162,2.519442577,0.038903819,11.46105443,0.473880626,357.5943362,2.28E-05,0.000598283,0.003273012,0.004395154,0.000531481,63.67537248,10.29000856,exploit
B5,0.013112097,0.683223162,2.519442577,0.038903819,11.46105443,0.473880626,357.5943362,2.28E-05,0.000598283,0.003273012,0.004395154,0.000531481,63.67537248,10.29000856,exploit
C5,0.013112097,0.683223162,2.519442577,0.038903819,11.46105443,0.473880626,357.5943362,2.28E-05,0.000598283,0.003273012,0.004395154,0.000531481,63.67537248,10.29000856,exploit
D5,0.013211455,0.681830551,2.611117244,0.038911145,11.84533813,0.475418515,357.5914266,2.75E-05,0.000644568,0.003253945,0.00438741,0.0005429,63.55254904,10.24197501,exploit
E5,0.013211455,0.681830551,2.611117244,0.038911145,11.84533813,0.475418515,357.5914266,2.75E-05,0.000644568,0.003253945,0.00438741,0.0005429,63.55254904,10.24197501,exploit
F5,0.013211455,0.681830551,2.611117244,0.038911145,11.84533813,0.475418515,357.5914266,2.75E-05,0.000644568,0.003253945,0.00438741,0.0005429,63.55254904,10.24197501,exploit
A6,0.011780354,0.484447415,2.013602585,0.046438278,12.00706338,0.445981355,358.1395225,3.86E-05,0.00100174,0.002717984,0.002788006,0.001485955,63.53393161,10.27647736,exploit
B6,0.011780354,0.484447415,2.013602585,0.046438278,12.00706338,0.445981355,358.1395225,3.86E-05,0.00100174,0.002717984,0.002788006,0.001485955,63.53393161,10.27647736,exploit
C6,0.011780354,0.484447415,2.013602585,0.046438278,12.00706338,0.445981355,358.1395225,3.86E-05,0.00100174,0.002717984,0.002788006,0.001485955,63.53393161,10.27647736,exploit
D6,0.011975629,0.71059656,2.655052419,0.048062542,11.08176173,0.457351548,403.4956408,3.83E-05,0.000423941,0.000995258,0.013830978,0.000170433,63.51774999,10.34277972,exploit
E6,0.011975629,0.71059656,2.655052419,0.048062542,11.08176173,0.457351548,403.4956408,3.83E-05,0.000423941,0.000995258,0.013830978,0.000170433,63.51774999,10.34277972,exploit
F6,0.011975629,0.71059656,2.655052419,0.048062542,11.08176173,0.457351548,403.4956408,3.83E-05,0.000423941,0.000995258,0.013830978,0.000170433,63.51774999,10.34277972,exploit
A7,0.010452452,0.682172435,2.590805234,0.034952276,11.332043,0.470516845,378.7690463,2.40E-05,0.001005472,0.003910162,0.008488106,0.001545663,63.48149294,10.38097164,exploit
B7,0.010452452,0.682172435,2.590805234,0.034952276,11.332043,0.470516845,378.7690463,2.40E-05,0.001005472,0.003910162,0.008488106,0.001545663,63.48149294,10.38097164,exploit
C7,0.010452452,0.682172435,2.590805234,0.034952276,11.332043,0.470516845,378.7690463,2.40E-05,0.001005472,0.003910162,0.008488106,0.001545663,63.48149294,10.38097164,exploit
D7,0.012304707,0.795865812,2.123382156,0.049166603,10.83928925,0.510870868,386.6009757,2.24E-05,0.000945907,0.001124651,0.013716783,0.001156188,63.46748756,10.32003585,exploit
E7,0.012304707,0.795865812,2.123382156,0.049166603,10.83928925,0.510870868,386.6009757,2.24E-05,0.000945907,0.001124651,0.013716783,0.001156188,63.46748756,10.32003585,exploit
F7,0.012304707,0.795865812,2.123382156,0.049166603,10.83928925,0.510870868,386.6009757,2.24E-05,0.000945907,0.001124651,0.013716783,0.001156188,63.46748756,10.32003585,exploit
A8,0.011408389,0.724762958,3.111454749,0.050026193,11.64653191,0.449883378,313.438848,2.82E-05,0.000923338,0.005970631,0.003013863,0.001872268,63.43066162,10.25911061,exploit
B8,0.011408389,0.724762958,3.111454749,0.050026193,11.64653191,0.449883378,313.438848,2.82E-05,0.000923338,0.005970631,0.003013863,0.001872268,63.43066162,10.25911061,exploit
C8,0.011408389,0.724762958,3.111454749,0.050026193,11.64653191,0.449883378,313.438848,2.82E-05,0.000923338,0.005970631,0.003013863,0.001872268,63.43066162,10.25911061,exploit
D8,0.004089793,0.315800402,1.395181417,0.009462414,9.766628563,0.543018441,52.6653948,3.00E-05,0.000308668,0.000103477,0.000763884,0.000105782,29.37686498,10.0130607,standard
E8,0.004089793,0.315800402,1.395181417,0.009462414,9.766628563,0.543018441,52.6653948,3.00E-05,0.000308668,0.000103477,0.000763884,0.000105782,29.37686498,10.0130607,standard
F8,0.004089793,0.315800402,1.395181417,0.009462414,9.766628563,0.543018441,52.6653948,3.00E-05,0.000308668,0.000103477,0.000763884,0.000105782,29.37686498,10.0130607,standard
