Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL],order
P1,A3,P2,F7,49.12219884615386,4
P1,A3,P2,A8,43.25801711538462,4
P1,A3,P2,B8,43.25801711538462,4
P1,A3,P2,C8,43.25801711538462,4
P1,A3,P2,D8,52.21331163461539,4
P1,A3,P2,E8,52.21331163461539,4
P1,A3,P2,F8,52.21331163461539,4
P1,B3,P2,A1,427.961444,4
P1,B3,P2,B1,427.961444,4
P1,B3,P2,C1,427.961444,4
P1,B3,P2,D1,517.597679,4
P1,B3,P2,E1,517.597679,4
P1,B3,P2,F1,517.597679,4
P1,B3,P2,A2,378.3980333,4
P1,B3,P2,B2,378.3980333,4
P1,B3,P2,C2,378.3980333,4
P1,B3,P2,D2,394.4618060000001,4
P1,B3,P2,E2,394.4618060000001,4
P1,B3,P2,F2,394.4618060000001,4
P1,B3,P2,A3,394.4618060000001,4
P1,B3,P2,B3,394.4618060000001,4
P1,B3,P2,C3,394.4618060000001,4
P1,B3,P2,D3,394.4618060000001,4
P1,B3,P2,E3,394.4618060000001,4
P1,B3,P2,F3,394.4618060000001,4
P1,B3,P2,A4,392.40286199999997,4
P1,B3,P2,B4,392.40286199999997,4
P1,B3,P2,C4,392.40286199999997,4
P1,A5,P2,D4,356.9129311,4
P1,A5,P2,E4,356.9129311,4
P1,A5,P2,F4,356.9129311,4
P1,A5,P2,A5,357.5943362,4
P1,A5,P2,B5,357.5943362,4
P1,A5,P2,C5,357.5943362,4
P1,A5,P2,D5,357.5914266,4
P1,A5,P2,E5,357.5914266,4
P1,A5,P2,F5,357.5914266,4
P1,A5,P2,A6,358.1395225,4
P1,A5,P2,B6,358.1395225,4
P1,A5,P2,C6,358.1395225,4
P1,A5,P2,D6,403.4956408,4
P1,A5,P2,E6,403.4956408,4
P1,A5,P2,F6,403.4956408,4
P1,A5,P2,A7,378.7690463,4
P1,A5,P2,B7,378.7690463,4
P1,A5,P2,C7,378.7690463,4
P1,A5,P2,D7,386.6009757,4
P1,A5,P2,E7,386.6009757,4
P1,A5,P2,F7,386.6009757,4
P1,A5,P2,A8,313.438848,4
P1,A5,P2,B8,313.438848,4
P1,A5,P2,C8,313.438848,4
P1,B3,P2,D8,52.665394799999994,4
P1,B3,P2,E8,52.665394799999994,4
P1,B3,P2,F8,52.665394799999994,4
P4,A2,P2,A1,47.00000000000001,4
P4,A2,P2,B1,47.00000000000001,4
P4,A2,P2,C1,47.00000000000001,4
P4,A2,P2,D1,71.33333333333333,4
P4,A2,P2,E1,71.33333333333333,4
P4,A2,P2,F1,71.33333333333333,4
P1,C3,P2,A2,44.24583333333334,4
P1,C3,P2,B2,44.24583333333334,4
P1,C3,P2,C2,44.24583333333334,4
P1,C3,P2,D2,44.55208333333334,4
P1,C3,P2,E2,44.55208333333334,4
P1,C3,P2,F2,44.55208333333334,4
P1,C3,P2,A3,30.264250000000004,4
P1,C3,P2,B3,30.264250000000004,4
P1,C3,P2,C3,30.264250000000004,4
P1,C3,P2,D3,30.093166666666672,4
P1,C3,P2,E3,30.093166666666672,4
P1,C3,P2,F3,30.093166666666672,4
P4,A2,P2,A4,50.66666666666667,4
P4,A2,P2,B4,50.66666666666667,4
P4,A2,P2,C4,50.66666666666667,4
P4,A2,P2,D4,75.16666666666667,4
P4,A2,P2,E4,75.16666666666667,4
P4,A2,P2,F4,75.16666666666667,4
P4,A2,P2,A5,38.0,4
P4,A2,P2,B5,38.0,4
P4,A2,P2,C5,38.0,4
P4,A2,P2,D5,45.833333333333336,4
P4,A2,P2,E5,45.833333333333336,4
P4,A2,P2,F5,45.833333333333336,4
P4,A2,P2,A6,64.33333333333334,4
P4,A2,P2,B6,64.33333333333334,4
P4,A2,P2,C6,64.33333333333334,4
P4,A2,P2,D6,63.83333333333334,4
P4,A2,P2,E6,63.83333333333334,4
P4,A2,P2,F6,63.83333333333334,4
P4,A2,P2,A7,40.0,4
P4,A2,P2,B7,40.0,4
P4,A2,P2,C7,40.0,4
P4,A2,P2,D7,37.33333333333333,4
P4,A2,P2,E7,37.33333333333333,4
P4,A2,P2,F7,37.33333333333333,4
P4,A2,P2,A8,47.00000000000001,4
P4,A2,P2,B8,47.00000000000001,4
P4,A2,P2,C8,47.00000000000001,4
P4,A2,P2,D8,50.0,4
P4,A2,P2,E8,50.0,4
P4,A2,P2,F8,50.0,4
P1,D3,P2,A1,30.57075,4
P1,D3,P2,B1,30.57075,4
P1,D3,P2,C1,30.57075,4
P1,D3,P2,D1,38.15931666666667,4
P1,D3,P2,E1,38.15931666666667,4
P1,D3,P2,F1,38.15931666666667,4
P1,D3,P2,A2,44.244375000000005,4
P1,D3,P2,B2,44.244375000000005,4
P1,D3,P2,C2,44.244375000000005,4
P1,D3,P2,D2,44.029700000000005,4
P1,D3,P2,E2,44.029700000000005,4
P1,D3,P2,F2,44.029700000000005,4
P1,D3,P2,A3,44.02709166666667,4
P1,D3,P2,B3,44.02709166666667,4
P1,D3,P2,C3,44.02709166666667,4
P1,D3,P2,D3,44.01355,4
P1,D3,P2,E3,44.01355,4
P1,D3,P2,F3,44.01355,4
P1,D3,P2,A4,35.24428333333333,4
P1,D3,P2,B4,35.24428333333333,4
P1,D3,P2,C4,35.24428333333333,4
P4,B2,P2,A5,99.71383333333334,4
P4,B2,P2,B5,99.71383333333334,4
P4,B2,P2,C5,99.71383333333334,4
P4,B2,P2,D6,70.65683333333334,4
P4,B2,P2,E6,70.65683333333334,4
P4,B2,P2,F6,70.65683333333334,4
P4,B2,P2,D8,51.44466666666667,4
P4,B2,P2,E8,51.44466666666667,4
P4,B2,P2,F8,51.44466666666667,4
P1,A4,P2,A1,103.40855000000002,4
P1,A4,P2,B1,103.40855000000002,4
P1,A4,P2,C1,103.40855000000002,4
P1,A4,P2,D1,71.803425,4
P1,A4,P2,E1,71.803425,4
P1,A4,P2,F1,71.803425,4
P1,A4,P2,A2,91.38195,4
P1,A4,P2,B2,91.38195,4
P1,A4,P2,C2,91.38195,4
P1,A4,P2,D2,112.96502499999998,4
P1,A4,P2,E2,112.96502499999998,4
P1,A4,P2,F2,112.96502499999998,4
P1,A4,P2,A3,112.962475,4
P1,A4,P2,B3,112.962475,4
P1,A4,P2,C3,112.962475,4
P1,A4,P2,D3,112.91322500000001,4
P1,A4,P2,E3,112.91322500000001,4
P1,A4,P2,F3,112.91322500000001,4
P1,A4,P2,A4,70.76372500000001,4
P1,A4,P2,B4,70.76372500000001,4
P1,A4,P2,C4,70.76372500000001,4
P1,A4,P2,D4,71.10995000000001,4
P1,A4,P2,E4,71.10995000000001,4
P1,A4,P2,F4,71.10995000000001,4
P1,A4,P2,A5,81.8253,4
P1,A4,P2,B5,81.8253,4
P1,A4,P2,C5,81.8253,4
P1,A4,P2,D5,81.348625,4
P1,A4,P2,E5,81.348625,4
P1,A4,P2,F5,81.348625,4
P1,A4,P2,A6,67.9496,4
P1,A4,P2,B6,67.9496,4
P1,A4,P2,C6,67.9496,4
P1,A4,P2,A7,97.75405,4
P1,A4,P2,B7,97.75405,4
P1,A4,P2,C7,97.75405,4
P1,A4,P2,A8,149.265775,4
P1,A4,P2,B8,149.265775,4
P1,A4,P2,C8,149.265775,4
P4,C2,P2,D8,51.7385,4
P4,C2,P2,E8,51.7385,4
P4,C2,P2,F8,51.7385,4
P1,B4,P2,A1,38.950734375,4
P1,B4,P2,B1,38.950734375,4
P1,B4,P2,C1,38.950734375,4
P1,B4,P2,D1,38.579240625,4
P1,B4,P2,E1,38.579240625,4
P1,B4,P2,F1,38.579240625,4
P1,B4,P2,D4,38.4742625,4
P1,B4,P2,E4,38.4742625,4
P1,B4,P2,F4,38.4742625,4
P1,B4,P2,D6,43.22180625,4
P1,B4,P2,E6,43.22180625,4
P1,B4,P2,F6,43.22180625,4
P1,B4,P2,D7,42.864946875,4
P1,B4,P2,E7,42.864946875,4
P1,B4,P2,F7,42.864946875,4
P4,D2,P2,D8,47.74275,4
P4,D2,P2,E8,47.74275,4
P4,D2,P2,F8,47.74275,4
P4,A3,P2,A2,204.93949999999998,4
P4,A3,P2,B2,204.93949999999998,4
P4,A3,P2,C2,204.93949999999998,4
P4,A3,P2,D2,79.65849999999999,4
P4,A3,P2,E2,79.65849999999999,4
P4,A3,P2,F2,79.65849999999999,4
P4,A3,P2,A3,77.50999999999999,4
P4,A3,P2,B3,77.50999999999999,4
P4,A3,P2,C3,77.50999999999999,4
P4,A3,P2,D3,68.973,4
P4,A3,P2,E3,68.973,4
P4,A3,P2,F3,68.973,4
P4,A3,P2,A4,243.7115,4
P4,A3,P2,B4,243.7115,4
P4,A3,P2,C4,243.7115,4
P4,A3,P2,D4,128.3995,4
P4,A3,P2,E4,128.3995,4
P4,A3,P2,F4,128.3995,4
P4,A3,P2,A5,265.7405,4
P4,A3,P2,B5,265.7405,4
P4,A3,P2,C5,265.7405,4
P4,A3,P2,D5,271.45,4
P4,A3,P2,E5,271.45,4
P4,A3,P2,F5,271.45,4
P4,A3,P2,D6,85.2165,4
P4,A3,P2,E6,85.2165,4
P4,A3,P2,F6,85.2165,4
P4,A3,P2,D8,52.89099999999999,4
P4,A3,P2,E8,52.89099999999999,4
P4,A3,P2,F8,52.89099999999999,4
