,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340,OD340_pred,OD340_std,OD340_cv_pred,OD340_cv_std,Label
12,0.002896,2.694506,2.705554,0.004145,10.05364,0.203426,392.187867,2.1e-05,0.000674,0.0001,0.0008,0.0001,0.5906,0.5254874941603136,0.07239236532229616,0.4206650208042284,0.07993936130579334,standard
13,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,0.2658,0.271098889615585,0.07123207247066912,0.24077353306653315,0.08115978519409503,standard
14,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,0.2692,0.271098889615585,0.07123207247066912,0.24077353306653315,0.08115978519409503,standard
15,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,0.267,0.271098889615585,0.07123207247066912,0.24077353306653315,0.08115978519409503,standard
16,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,0.3092,0.31789606836858986,0.07141400572510391,0.2784287020815191,0.07848638881684057,standard
17,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,0.3356,0.31789606836858986,0.07141400572510391,0.2784287020815191,0.07848638881684057,standard
18,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,0.3509,0.31789606836858986,0.07141400572510391,0.2784287020815191,0.07848638881684057,standard
19,0.030307,0.246921,0.344224,0.044398,8.052032,2.115414,373.15833,0.000298,0.001822,0.0001,0.0008,0.0001,0.2837,0.3026768686381784,0.07166644118714706,0.47000300400686695,0.06327274530101562,standard
20,0.030307,0.246921,0.344224,0.044398,8.052032,2.115414,373.15833,0.000298,0.001822,0.0001,0.0008,0.0001,0.2538,0.3026768686381784,0.07166644118714706,0.47000300400686695,0.06327274530101562,standard
21,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,0.4791,0.4763066347118168,0.07149297114917368,0.4450849804967128,0.07896603058249951,standard
22,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,0.5003,0.4763066347118168,0.07149297114917368,0.4450849804967128,0.07896603058249951,standard
23,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,0.5691,0.5603326529600651,0.07138784914060606,0.4466173158907176,0.08193152767908916,standard
24,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,0.5769,0.5603326529600651,0.07138784914060606,0.4466173158907176,0.08193152767908916,standard
25,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,0.6086,0.5603326529600651,0.07138784914060606,0.4466173158907176,0.08193152767908916,standard
26,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,0.2502,0.2532518356863321,0.0713684474405224,0.24503030578467255,0.07957686473143617,standard
27,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,0.255,0.2532518356863321,0.0713684474405224,0.24503030578467255,0.07957686473143617,standard
28,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,0.2387,0.2532518356863321,0.0713684474405224,0.24503030578467255,0.07957686473143617,train
29,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,0.3692,0.37919790068669124,0.07119878362410417,0.351837888405862,0.07116252258256353,train
30,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,0.4037,0.37919790068669124,0.07119878362410417,0.351837888405862,0.07116252258256353,train
31,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,0.3799,0.37919790068669124,0.07119878362410417,0.351837888405862,0.07116252258256353,train
32,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,0.1802,0.18810195445159408,0.07131368149750861,0.20813266298843705,0.07070562229232183,train
33,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,0.1926,0.18810195445159408,0.07131368149750861,0.20813266298843705,0.07070562229232183,train
34,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,0.181,0.18810195445159408,0.07131368149750861,0.20813266298843705,0.07070562229232183,train
35,0.009826,0.127493,0.542649,0.092583,12.14066,0.392871,284.78099,0.000138,0.000155,0.0001,0.0008,0.0001,0.3924,0.37621917385419623,0.07126128353937758,0.4783698732897107,0.07894281386238963,train
36,0.009826,0.127493,0.542649,0.092583,12.14066,0.392871,284.78099,0.000138,0.000155,0.0001,0.0008,0.0001,0.3494,0.37621917385419623,0.07126128353937758,0.4783698732897107,0.07894281386238963,train
37,0.009826,0.127493,0.542649,0.092583,12.14066,0.392871,284.78099,0.000138,0.000155,0.0001,0.0008,0.0001,0.3392,0.37621917385419623,0.07126128353937758,0.4783698732897107,0.07894281386238963,train
38,0.003902,0.317207,1.312346,0.009853,9.731379,0.548221,54.873776,2.7e-05,0.000272,0.0001,0.0008,0.0001,0.2973,0.2836966039905642,0.07122886013741452,0.2538656596201658,0.06291184643732714,train
39,0.003902,0.317207,1.312346,0.009853,9.731379,0.548221,54.873776,2.7e-05,0.000272,0.0001,0.0008,0.0001,0.2982,0.2836966039905642,0.07122886013741452,0.2538656596201658,0.06291184643732714,train
40,0.003902,0.317207,1.312346,0.009853,9.731379,0.548221,54.873776,2.7e-05,0.000272,0.0001,0.0008,0.0001,0.2978,0.2836966039905642,0.07122886013741452,0.2538656596201658,0.06291184643732714,train
41,0.036568,1.38806,1.010494,0.010567,13.87702,0.762363,44.602736,1.3e-05,0.000185,0.0001,0.0008,0.0001,0.2099,0.24008746176649912,0.0714309159897494,0.2682868198703581,0.06304840867668418,train
42,0.036568,1.38806,1.010494,0.010567,13.87702,0.762363,44.602736,1.3e-05,0.000185,0.0001,0.0008,0.0001,0.2267,0.24008746176649912,0.0714309159897494,0.2682868198703581,0.06304840867668418,train
43,0.036568,1.38806,1.010494,0.010567,13.87702,0.762363,44.602736,1.3e-05,0.000185,0.0001,0.0008,0.0001,0.2334,0.24008746176649912,0.0714309159897494,0.2682868198703581,0.06304840867668418,train
44,0.004091,0.285941,1.114373,0.072114,8.571532,0.08034,334.835565,0.000276,6.5e-05,0.0001,0.0008,0.0001,0.5059,0.4715216523532445,0.07159733565709314,0.44629746374433177,0.06352945424062653,train
45,0.002757,0.037187,0.568853,0.006261,11.635449,3.925519,29.412474,7e-06,0.002681,0.0001,0.0008,0.0001,0.2218,0.20171884104013735,0.07129238367705149,0.23321365948790773,0.06300386443855323,train
46,0.002757,0.037187,0.568853,0.006261,11.635449,3.925519,29.412474,7e-06,0.002681,0.0001,0.0008,0.0001,0.1616,0.20171884104013735,0.07129238367705149,0.23321365948790773,0.06300386443855323,train
47,0.032674,0.728092,4.631595,0.003782,14.137994,0.256453,28.626215,1e-05,8.5e-05,0.0001,0.0008,0.0001,0.333,0.30360239808633677,0.07121529569773627,0.2910320536089701,0.0808718858846228,train
48,0.032674,0.728092,4.631595,0.003782,14.137994,0.256453,28.626215,1e-05,8.5e-05,0.0001,0.0008,0.0001,0.3038,0.30360239808633677,0.07121529569773627,0.2910320536089701,0.0808718858846228,train
49,0.032674,0.728092,4.631595,0.003782,14.137994,0.256453,28.626215,1e-05,8.5e-05,0.0001,0.0008,0.0001,0.2971,0.30360239808633677,0.07121529569773627,0.2910320536089701,0.0808718858846228,train
50,0.022738,0.265485,0.82967,0.008942,10.869627,0.942635,436.856031,6.8e-05,0.00207,0.0001,0.0008,0.0001,0.5057,0.49328105195411265,0.07145009145994699,0.45250179035918814,0.07068789309901737,train
51,0.022738,0.265485,0.82967,0.008942,10.869627,0.942635,436.856031,6.8e-05,0.00207,0.0001,0.0008,0.0001,0.5079,0.49328105195411265,0.07145009145994699,0.45250179035918814,0.07068789309901737,train
52,0.022738,0.265485,0.82967,0.008942,10.869627,0.942635,436.856031,6.8e-05,0.00207,0.0001,0.0008,0.0001,0.5145,0.49328105195411265,0.07145009145994699,0.45250179035918814,0.07068789309901737,train
53,0.027822,0.191012,3.731013,0.05201,12.821188,0.39668,461.365478,0.000151,0.001555,0.0001,0.0008,0.0001,0.5826,0.5543580110213191,0.07167827969780106,0.42112197750922153,0.0723755333553065,train
54,0.011578,0.177163,1.834603,0.086358,11.758068,0.449543,199.775436,2.7e-05,3.3e-05,0.0001,0.0008,0.0001,0.4308,0.3855263997857773,0.07118842974270743,0.34360946909986123,0.08204590890306365,train
55,0.011578,0.177163,1.834603,0.086358,11.758068,0.449543,199.775436,2.7e-05,3.3e-05,0.0001,0.0008,0.0001,0.3685,0.3855263997857773,0.07118842974270743,0.34360946909986123,0.08204590890306365,train
56,0.011578,0.177163,1.834603,0.086358,11.758068,0.449543,199.775436,2.7e-05,3.3e-05,0.0001,0.0008,0.0001,0.3863,0.3855263997857773,0.07118842974270743,0.34360946909986123,0.08204590890306365,train
57,0.006689,2.358695,1.30699,0.008025,9.467514,0.344166,153.566409,2.3e-05,0.000535,0.0001,0.0008,0.0001,0.3624,0.3765710346347169,0.07118516818234452,0.24873954335140702,0.06525757381088848,train
58,0.006689,2.358695,1.30699,0.008025,9.467514,0.344166,153.566409,2.3e-05,0.000535,0.0001,0.0008,0.0001,0.3826,0.3765710346347169,0.07118516818234452,0.24873954335140702,0.06525757381088848,train
59,0.006689,2.358695,1.30699,0.008025,9.467514,0.344166,153.566409,2.3e-05,0.000535,0.0001,0.0008,0.0001,0.3809,0.3765710346347169,0.07118516818234452,0.24873954335140702,0.06525757381088848,train
60,0.001434,0.089205,6.047767,0.039952,7.577229,4.715166,47.895483,6e-06,0.00263,0.0001,0.0008,0.0001,0.232,0.23096490282505971,0.07124051191945172,0.23490037412019404,0.063470969819627,train
61,0.001434,0.089205,6.047767,0.039952,7.577229,4.715166,47.895483,6e-06,0.00263,0.0001,0.0008,0.0001,0.235,0.23096490282505971,0.07124051191945172,0.23490037412019404,0.063470969819627,train
62,0.002166,2.410881,3.296974,0.001977,7.661746,1.344683,17.89684,1.9e-05,0.002993,0.0001,0.0008,0.0001,0.1977,0.22247774936556403,0.07144540726665105,0.3007602295050133,0.08149841229981361,train
63,0.002166,2.410881,3.296974,0.001977,7.661746,1.344683,17.89684,1.9e-05,0.002993,0.0001,0.0008,0.0001,0.2171,0.22247774936556403,0.07144540726665105,0.3007602295050133,0.08149841229981361,train
64,0.023218,1.833869,4.043351,0.048299,6.919004,0.113379,6.267644,9.3e-05,0.00094,0.0001,0.0008,0.0001,0.2123,0.23705454507266677,0.07141414477570383,0.2816603016677947,0.08123020101359973,train
65,0.023218,1.833869,4.043351,0.048299,6.919004,0.113379,6.267644,9.3e-05,0.00094,0.0001,0.0008,0.0001,0.2296,0.23705454507266677,0.07141414477570383,0.2816603016677947,0.08123020101359973,train
66,0.023218,1.833869,4.043351,0.048299,6.919004,0.113379,6.267644,9.3e-05,0.00094,0.0001,0.0008,0.0001,0.2258,0.23705454507266677,0.07141414477570383,0.2816603016677947,0.08123020101359973,train
67,0.016874,0.857309,1.047441,0.001424,11.39946,0.460671,24.761139,0.000163,0.000206,0.0001,0.0008,0.0001,0.2389,0.30555175531077755,0.07123657931611932,0.2656384715075625,0.06303656324588017,train
68,0.016874,0.857309,1.047441,0.001424,11.39946,0.460671,24.761139,0.000163,0.000206,0.0001,0.0008,0.0001,0.3523,0.30555175531077755,0.07123657931611932,0.2656384715075625,0.06303656324588017,train
69,0.016874,0.857309,1.047441,0.001424,11.39946,0.460671,24.761139,0.000163,0.000206,0.0001,0.0008,0.0001,0.3565,0.30555175531077755,0.07123657931611932,0.2656384715075625,0.06303656324588017,train
70,0.000541,0.059159,0.958734,0.078792,8.342812,0.223877,37.097691,0.000175,0.00017,0.0001,0.0008,0.0001,0.2015,0.2227042682886775,0.07138590494907057,0.3051987851626543,0.07896347247160254,train
71,0.000541,0.059159,0.958734,0.078792,8.342812,0.223877,37.097691,0.000175,0.00017,0.0001,0.0008,0.0001,0.1798,0.2227042682886775,0.07138590494907057,0.3051987851626543,0.07896347247160254,train
72,0.000541,0.059159,0.958734,0.078792,8.342812,0.223877,37.097691,0.000175,0.00017,0.0001,0.0008,0.0001,0.2239,0.2227042682886775,0.07138590494907057,0.3051987851626543,0.07896347247160254,train
73,0.014423,2.144712,0.277507,0.00658,9.744104,4.010952,123.800176,1.6e-05,6.8e-05,0.0001,0.0008,0.0001,0.1379,0.1466123323260567,0.07159898551412308,0.28715986674875943,0.07107275873489162,train
74,0.014423,2.144712,0.277507,0.00658,9.744104,4.010952,123.800176,1.6e-05,6.8e-05,0.0001,0.0008,0.0001,0.1209,0.1466123323260567,0.07159898551412308,0.28715986674875943,0.07107275873489162,train
75,0.014423,2.144712,0.277507,0.00658,9.744104,4.010952,123.800176,1.6e-05,6.8e-05,0.0001,0.0008,0.0001,0.1227,0.1466123323260567,0.07159898551412308,0.28715986674875943,0.07107275873489162,train
76,0.001315,1.641906,2.76205,0.031787,13.428046,0.516091,251.160635,0.000222,0.000123,0.0001,0.0008,0.0001,0.4687,0.448937145327049,0.07130086882038546,0.4093492220693451,0.08101123814023312,train
77,0.001315,1.641906,2.76205,0.031787,13.428046,0.516091,251.160635,0.000222,0.000123,0.0001,0.0008,0.0001,0.456,0.448937145327049,0.07130086882038546,0.4093492220693451,0.08101123814023312,train
78,0.001315,1.641906,2.76205,0.031787,13.428046,0.516091,251.160635,0.000222,0.000123,0.0001,0.0008,0.0001,0.4596,0.448937145327049,0.07130086882038546,0.4093492220693451,0.08101123814023312,train
79,0.00435,0.316635,1.373984,0.009343,9.152222,0.515452,52.58102,3.1e-05,0.000325,0.0001,0.0008,0.0001,0.2537,0.2699289243295019,0.07116445096229572,0.27293416495720996,0.08069566732434598,train
80,0.00435,0.316635,1.373984,0.009343,9.152222,0.515452,52.58102,3.1e-05,0.000325,0.0001,0.0008,0.0001,0.2794,0.2699289243295019,0.07116445096229572,0.27293416495720996,0.08069566732434598,train
81,0.002768,0.29569,11.653411,0.01511,13.297119,0.451467,427.961444,2.8e-05,0.003668,0.004136,0.012464,0.001219,0.5093,0.47438477938832013,0.07129873176396602,0.460914041465028,0.06291052082620488,train
82,0.002768,0.29569,11.653411,0.01511,13.297119,0.451467,427.961444,2.8e-05,0.003668,0.004136,0.012464,0.001219,0.4785,0.47438477938832013,0.07129873176396602,0.460914041465028,0.06291052082620488,train
83,0.002768,0.29569,11.653411,0.01511,13.297119,0.451467,427.961444,2.8e-05,0.003668,0.004136,0.012464,0.001219,0.4685,0.47438477938832013,0.07129873176396602,0.460914041465028,0.06291052082620488,train
84,0.000592,0.231622,11.606334,0.002167,13.520238,0.474551,378.398033,0.000531,0.005309,0.003655,0.009306,0.00041,0.4378,0.43890134942963305,0.07133949896294887,0.43001863111784255,0.08094283605942312,train
85,0.000592,0.231622,11.606334,0.002167,13.520238,0.474551,378.398033,0.000531,0.005309,0.003655,0.009306,0.00041,0.4529,0.43890134942963305,0.07133949896294887,0.43001863111784255,0.08094283605942312,train
86,0.011245,0.383651,11.84289,0.0039,16.703398,0.336866,394.461806,0.000363,0.005283,0.004518,0.007648,0.000155,0.4577,0.448017931134127,0.07133650461136994,0.4558168685818382,0.07062732269437139,train
87,0.011245,0.383651,11.84289,0.0039,16.703398,0.336866,394.461806,0.000363,0.005283,0.004518,0.007648,0.000155,0.436,0.448017931134127,0.07133650461136994,0.4558168685818382,0.07062732269437139,train
88,0.011245,0.383651,11.84289,0.0039,16.703398,0.336866,394.461806,0.000363,0.005283,0.004518,0.007648,0.000155,0.4571,0.448017931134127,0.07133650461136994,0.4558168685818382,0.07062732269437139,train
89,0.020379,0.401176,9.667337,0.001828,17.325292,0.190489,392.402862,3e-05,0.004229,0.002831,0.005243,0.000487,0.455,0.4597169787347536,0.07127678884163834,0.4950654275659746,0.07220030513402552,train
90,0.020379,0.401176,9.667337,0.001828,17.325292,0.190489,392.402862,3e-05,0.004229,0.002831,0.005243,0.000487,0.4628,0.4597169787347536,0.07127678884163834,0.4950654275659746,0.07220030513402552,train
91,0.020379,0.401176,9.667337,0.001828,17.325292,0.190489,392.402862,3e-05,0.004229,0.002831,0.005243,0.000487,0.4836,0.4597169787347536,0.07127678884163834,0.4950654275659746,0.07220030513402552,train
92,0.013112,0.683223,2.519443,0.038904,11.461054,0.473881,357.594336,2.3e-05,0.000598,0.003273,0.004395,0.000531,0.4129,0.48615814810039065,0.07118953135460536,0.5057882833654495,0.07858659601692981,train
93,0.013112,0.683223,2.519443,0.038904,11.461054,0.473881,357.594336,2.3e-05,0.000598,0.003273,0.004395,0.000531,0.5492,0.48615814810039065,0.07118953135460536,0.5057882833654495,0.07858659601692981,train
94,0.01178,0.484447,2.013603,0.046438,12.007063,0.445981,358.139522,3.9e-05,0.001002,0.002718,0.002788,0.001486,0.4325,0.4799660902671468,0.07119099592817758,0.4750064666670357,0.07101673837963106,train
95,0.01178,0.484447,2.013603,0.046438,12.007063,0.445981,358.139522,3.9e-05,0.001002,0.002718,0.002788,0.001486,0.5383,0.4799660902671468,0.07119099592817758,0.4750064666670357,0.07101673837963106,train
96,0.01178,0.484447,2.013603,0.046438,12.007063,0.445981,358.139522,3.9e-05,0.001002,0.002718,0.002788,0.001486,0.4512,0.4799660902671468,0.07119099592817758,0.4750064666670357,0.07101673837963106,train
97,0.010452,0.682172,2.590805,0.034952,11.332043,0.470517,378.769046,2.4e-05,0.001005,0.00391,0.008488,0.001546,0.4275,0.508284019936696,0.07125039459340912,0.4649463577863121,0.07080060216005216,train
98,0.010452,0.682172,2.590805,0.034952,11.332043,0.470517,378.769046,2.4e-05,0.001005,0.00391,0.008488,0.001546,0.5566,0.508284019936696,0.07125039459340912,0.4649463577863121,0.07080060216005216,train
99,0.010452,0.682172,2.590805,0.034952,11.332043,0.470517,378.769046,2.4e-05,0.001005,0.00391,0.008488,0.001546,0.586,0.508284019936696,0.07125039459340912,0.4649463577863121,0.07080060216005216,train
100,0.011408,0.724763,3.111455,0.050026,11.646532,0.449883,313.438848,2.8e-05,0.000923,0.005971,0.003014,0.001872,0.4518,0.4494350691182799,0.07121990997554183,0.4708630192855089,0.07213803541148231,train
101,0.011408,0.724763,3.111455,0.050026,11.646532,0.449883,313.438848,2.8e-05,0.000923,0.005971,0.003014,0.001872,0.4377,0.4494350691182799,0.07121990997554183,0.4708630192855089,0.07213803541148231,train
102,0.011408,0.724763,3.111455,0.050026,11.646532,0.449883,313.438848,2.8e-05,0.000923,0.005971,0.003014,0.001872,0.4634,0.4494350691182799,0.07121990997554183,0.4708630192855089,0.07213803541148231,train
103,0.002039,0.306612,11.755484,0.013897,13.529082,0.460584,517.597679,4.3e-05,0.004579,0.002872,0.012345,0.001194,0.4581,0.451321930817125,0.07129908959635144,0.4475580998494134,0.07079308717850723,train
104,0.011245,0.383651,11.84289,0.0039,16.703398,0.336866,394.461806,0.000535,0.005284,0.004519,0.007648,0.000159,0.4278,0.44242193680655517,0.07134181316373515,0.44221960328446475,0.07891638397648983,train
105,0.011245,0.383651,11.84289,0.0039,16.703398,0.336866,394.461806,0.000535,0.005284,0.004519,0.007648,0.000159,0.4591,0.44242193680655517,0.07134181316373515,0.44221960328446475,0.07891638397648983,train
106,0.011245,0.383651,11.84289,0.0039,16.703398,0.336866,394.461806,0.000535,0.005284,0.004519,0.007648,0.000159,0.4626,0.44242193680655517,0.07134181316373515,0.44221960328446475,0.07891638397648983,train
107,0.011246,0.38365,11.84289,0.003892,16.703398,0.336866,394.461806,0.000361,0.005282,0.004517,0.006113,0.000138,0.4677,0.44986319006434006,0.07135341633439315,0.4537962704978944,0.06286914345670393,train
108,0.012211,0.908271,2.963284,0.03781,10.605157,0.489014,356.912931,4.5e-05,0.00079,0.002844,0.012312,0.000257,0.508,0.45790159111828177,0.07118086794557674,0.48164039277245985,0.06283088984724564,train
109,0.012211,0.908271,2.963284,0.03781,10.605157,0.489014,356.912931,4.5e-05,0.00079,0.002844,0.012312,0.000257,0.4213,0.45790159111828177,0.07118086794557674,0.48164039277245985,0.06283088984724564,train
110,0.012211,0.908271,2.963284,0.03781,10.605157,0.489014,356.912931,4.5e-05,0.00079,0.002844,0.012312,0.000257,0.4187,0.45790159111828177,0.07118086794557674,0.48164039277245985,0.06283088984724564,train
111,0.013211,0.681831,2.611117,0.038911,11.845338,0.475419,357.591427,2.8e-05,0.000645,0.003254,0.004387,0.000543,0.53,0.4899732840702896,0.07120588586017537,0.4878949798219965,0.06293399204240326,train
112,0.013211,0.681831,2.611117,0.038911,11.845338,0.475419,357.591427,2.8e-05,0.000645,0.003254,0.004387,0.000543,0.45,0.4899732840702896,0.07120588586017537,0.4878949798219965,0.06293399204240326,train
113,0.011976,0.710597,2.655052,0.048063,11.081762,0.457352,403.495641,3.8e-05,0.000424,0.000995,0.013831,0.00017,0.5099,0.47942683596441865,0.07125393419655296,0.4372548798492071,0.08126718400151477,train
114,0.011976,0.710597,2.655052,0.048063,11.081762,0.457352,403.495641,3.8e-05,0.000424,0.000995,0.013831,0.00017,0.5472,0.47942683596441865,0.07125393419655296,0.4372548798492071,0.08126718400151477,train
115,0.011976,0.710597,2.655052,0.048063,11.081762,0.457352,403.495641,3.8e-05,0.000424,0.000995,0.013831,0.00017,0.4132,0.47942683596441865,0.07125393419655296,0.4372548798492071,0.08126718400151477,train
116,0.012305,0.795866,2.123382,0.049167,10.839289,0.510871,386.600976,2.2e-05,0.000946,0.001125,0.013717,0.001156,0.4094,0.4718936414720373,0.07118612378878308,0.4946258251627466,0.07897304452214032,train
117,0.012305,0.795866,2.123382,0.049167,10.839289,0.510871,386.600976,2.2e-05,0.000946,0.001125,0.013717,0.001156,0.5667,0.4718936414720373,0.07118612378878308,0.4946258251627466,0.07897304452214032,train
118,0.012305,0.795866,2.123382,0.049167,10.839289,0.510871,386.600976,2.2e-05,0.000946,0.001125,0.013717,0.001156,0.428,0.4718936414720373,0.07118612378878308,0.4946258251627466,0.07897304452214032,train
119,0.00409,0.3158,1.395181,0.009462,9.766629,0.543018,52.665395,3e-05,0.000309,0.000103,0.000764,0.000106,0.2499,0.2702857011295235,0.07116739052910159,0.28336206693731497,0.07862672013623304,train
120,0.00409,0.3158,1.395181,0.009462,9.766629,0.543018,52.665395,3e-05,0.000309,0.000103,0.000764,0.000106,0.2753,0.2702857011295235,0.07116739052910159,0.28336206693731497,0.07862672013623304,train
121,0.00409,0.3158,1.395181,0.009462,9.766629,0.543018,52.665395,3e-05,0.000309,0.000103,0.000764,0.000106,0.2692,0.2702857011295235,0.07116739052910159,0.28336206693731497,0.07862672013623304,train
122,0.045186,0.590637,4.413947,0.023892,47.480272,0.033098,651.233703,0.000541,0.00301,0.000536,0.007166,0.001252,0.0074,0.02482711822877063,0.07147221940234652,0.3287286172519761,0.07140353006815499,train
123,0.045186,0.590637,4.413947,0.023892,47.480272,0.033098,651.233703,0.000541,0.00301,0.000536,0.007166,0.001252,0.0032,0.02482711822877063,0.07147221940234652,0.3287286172519761,0.07140353006815499,train
124,0.045186,0.590637,4.413947,0.023892,47.480272,0.033098,651.233703,0.000541,0.00301,0.000536,0.007166,0.001252,0.003,0.02482711822877063,0.07147221940234652,0.3287286172519761,0.07140353006815499,train
125,0.060521,0.21361,4.231752,0.022273,31.848979,0.492975,782.078648,0.000481,0.003856,0.000222,0.007487,0.001706,0.0395,0.05214051930763805,0.07150698491703153,0.20167985399517102,0.08250010995835624,train
126,0.060521,0.21361,4.231752,0.022273,31.848979,0.492975,782.078648,0.000481,0.003856,0.000222,0.007487,0.001706,0.0352,0.05214051930763805,0.07150698491703153,0.20167985399517102,0.08250010995835624,train
127,0.030435,0.573867,4.605107,0.075394,39.729834,0.288319,527.577417,0.000533,0.001293,0.000479,0.005522,0.001418,0.446,0.42342322012757383,0.0713737136567341,0.4003108291184805,0.07977295865624849,train
