Well,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM]
C4,0.011578004122300513,0.17716261368252428,1.8346032910048795,0.08635844392379077,11.758068292766636,0.4495431811382772,199.77543609941546,2.7376351389064652e-05,3.3495649824879714e-05,0.00014227503290909863,0.0034471918141961056,0.0008299120575150379
C5,0.011578004122300513,0.17716261368252428,1.8346032910048795,0.08635844392379077,11.758068292766636,0.4495431811382772,199.77543609941546,2.7376351389064652e-05,3.3495649824879714e-05,0.00014227503290909863,0.0034471918141961056,0.0008299120575150379
C6,0.006689133362525477,2.3586945008014806,1.3069902151257355,0.008025196641397364,9.467513802151325,0.34416554251344467,153.56640930372401,2.3004769361247828e-05,0.000534772679047784,0.0006278484439034123,0.0003075150780911789,0.0003302352426600152
C7,0.006689133362525477,2.3586945008014806,1.3069902151257355,0.008025196641397364,9.467513802151325,0.34416554251344467,153.56640930372401,2.3004769361247828e-05,0.000534772679047784,0.0006278484439034123,0.0003075150780911789,0.0003302352426600152
C8,0.006689133362525477,2.3586945008014806,1.3069902151257355,0.008025196641397364,9.467513802151325,0.34416554251344467,153.56640930372401,2.3004769361247828e-05,0.000534772679047784,0.0006278484439034123,0.0003075150780911789,0.0003302352426600152
D1,0.0014344053077932708,0.08920526605666529,6.047767366022851,0.03995161242772507,7.577228798894778,4.715165611309285,47.89548330471482,5.508470195165369e-06,0.0026298719208331517,0.00024729410416797216,0.00047065535199536574,9.028135161791703e-05
D2,0.0014344053077932708,0.08920526605666529,6.047767366022851,0.03995161242772507,7.577228798894778,4.715165611309285,47.89548330471482,5.508470195165369e-06,0.0026298719208331517,0.00024729410416797216,0.00047065535199536574,9.028135161791703e-05
D3,0.0014344053077932708,0.08920526605666529,6.047767366022851,0.03995161242772507,7.577228798894778,4.715165611309285,47.89548330471482,5.508470195165369e-06,0.0026298719208331517,0.00024729410416797216,0.00047065535199536574,9.028135161791703e-05
D4,0.0021659059206848644,2.410880721706623,3.2969743087932253,0.0019768156254986614,7.661745879376891,1.3446829391872324,17.896840347653587,1.8710292333739185e-05,0.002992872010520706,1.2395994056353122e-05,0.0003315024312822923,0.0004412311621257617
D5,0.0021659059206848644,2.410880721706623,3.2969743087932253,0.0019768156254986614,7.661745879376891,1.3446829391872324,17.896840347653587,1.8710292333739185e-05,0.002992872010520706,1.2395994056353122e-05,0.0003315024312822923,0.0004412311621257617
D6,0.0021659059206848644,2.410880721706623,3.2969743087932253,0.0019768156254986614,7.661745879376891,1.3446829391872324,17.896840347653587,1.8710292333739185e-05,0.002992872010520706,1.2395994056353122e-05,0.0003315024312822923,0.0004412311621257617
D7,0.02321827736739304,1.8338689045503866,4.043350604387965,0.04829947758976296,6.919004026411283,0.11337899648762459,6.267643636783693,9.340937396574845e-05,0.0009403998196380756,7.961399105099332e-05,0.002957564589932833,0.0009644681457559669
D8,0.02321827736739304,1.8338689045503866,4.043350604387965,0.04829947758976296,6.919004026411283,0.11337899648762459,6.267643636783693,9.340937396574845e-05,0.0009403998196380756,7.961399105099332e-05,0.002957564589932833,0.0009644681457559669
E1,0.02321827736739304,1.8338689045503866,4.043350604387965,0.04829947758976296,6.919004026411283,0.11337899648762459,6.267643636783693,9.340937396574845e-05,0.0009403998196380756,7.961399105099332e-05,0.002957564589932833,0.0009644681457559669
E2,0.01687419496639189,0.8573087222140219,1.0474413646940197,0.0014243850673106228,11.399460292075737,0.46067107626558934,24.761138648546044,0.00016258567550521532,0.00020577538870525478,0.0009567498932542042,0.00013763758100891348,2.400721403135513e-05
E3,0.01687419496639189,0.8573087222140219,1.0474413646940197,0.0014243850673106228,11.399460292075737,0.46067107626558934,24.761138648546044,0.00016258567550521532,0.00020577538870525478,0.0009567498932542042,0.00013763758100891348,2.400721403135513e-05
E4,0.01687419496639189,0.8573087222140219,1.0474413646940197,0.0014243850673106228,11.399460292075737,0.46067107626558934,24.761138648546044,0.00016258567550521532,0.00020577538870525478,0.0009567498932542042,0.00013763758100891348,2.400721403135513e-05
E5,0.0005411354590658166,0.059159472809331745,0.9587341719108847,0.07879164479628743,8.342811976214493,0.2238769577783321,37.09769065537078,0.0001747328765931524,0.000169540247725692,3.397271946136428e-05,0.00022906118113606865,8.585094958599035e-05
E6,0.0005411354590658166,0.059159472809331745,0.9587341719108847,0.07879164479628743,8.342811976214493,0.2238769577783321,37.09769065537078,0.0001747328765931524,0.000169540247725692,3.397271946136428e-05,0.00022906118113606865,8.585094958599035e-05
E7,0.0005411354590658166,0.059159472809331745,0.9587341719108847,0.07879164479628743,8.342811976214493,0.2238769577783321,37.09769065537078,0.0001747328765931524,0.000169540247725692,3.397271946136428e-05,0.00022906118113606865,8.585094958599035e-05
E8,0.01442317513637945,2.1447115243679598,0.27750742030601766,0.006580315519035977,9.744103716937577,4.0109516169575095,123.80017596984555,1.607396778798544e-05,6.754381669539092e-05,7.303667070139289e-05,0.0006550850836156592,0.0006710252472250124
F1,0.01442317513637945,2.1447115243679598,0.27750742030601766,0.006580315519035977,9.744103716937577,4.0109516169575095,123.80017596984555,1.607396778798544e-05,6.754381669539092e-05,7.303667070139289e-05,0.0006550850836156592,0.0006710252472250124
F2,0.01442317513637945,2.1447115243679598,0.27750742030601766,0.006580315519035977,9.744103716937577,4.0109516169575095,123.80017596984555,1.607396778798544e-05,6.754381669539092e-05,7.303667070139289e-05,0.0006550850836156592,0.0006710252472250124
F3,0.0013150127144200621,1.6419063573902086,2.7620501732330807,0.03178670598560448,13.42804628031136,0.5160908721891202,251.16063475826124,0.0002222924156844219,0.0001226180748262471,0.00036131750049293106,0.0007977528188718899,0.0004844819955556158
F4,0.0013150127144200621,1.6419063573902086,2.7620501732330807,0.03178670598560448,13.42804628031136,0.5160908721891202,251.16063475826124,0.0002222924156844219,0.0001226180748262471,0.00036131750049293106,0.0007977528188718899,0.0004844819955556158
F5,0.0013150127144200621,1.6419063573902086,2.7620501732330807,0.03178670598560448,13.42804628031136,0.5160908721891202,251.16063475826124,0.0002222924156844219,0.0001226180748262471,0.00036131750049293106,0.0007977528188718899,0.0004844819955556158
F6,0.004350094332732735,0.3166352943421757,1.373984168561696,0.009342751376786038,9.152222231568635,0.5154521688753867,52.58101952092219,3.1432215023169077e-05,0.0003250357033705342,9.073728540796e-05,0.0007933901325941602,9.044481881902325e-05
F7,0.004350094332732735,0.3166352943421757,1.373984168561696,0.009342751376786038,9.152222231568635,0.5154521688753867,52.58101952092219,3.1432215023169077e-05,0.0003250357033705342,9.073728540796e-05,0.0007933901325941602,9.044481881902325e-05
F8,0.004350094332732735,0.3166352943421757,1.373984168561696,0.009342751376786038,9.152222231568635,0.5154521688753867,52.58101952092219,3.1432215023169077e-05,0.0003250357033705342,9.073728540796e-05,0.0007933901325941602,9.044481881902325e-05
