Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
C2,35.2941176470587,15.0,17.388481530443812,10.0,6.586629592224472,14.13262562702094,13.0024412469838,10.121990379002282,38.142327101476184,461.3654778293039,12.607212408916668,12.959353449981666,50.0,50.0,50.0,5.0,683.3993431875875,15.0
C3,35.29411764705903,15.0,7.236252576437813,10.0,6.109055644224972,6.949254890169998,21.589610980947676,9.28268549428945,43.2253058786805,199.77543609941543,45.627252315107754,5.5826083041466195,50.0,50.0,50.0,5.0,924.3284201695208,15.0
C4,35.29411764705903,15.0,7.236252576437813,10.0,6.109055644224972,6.949254890169998,21.589610980947676,9.28268549428945,43.2253058786805,199.77543609941543,45.627252315107754,5.5826083041466195,50.0,50.0,50.0,5.0,924.3284201695208,15.0
C5,35.29411764705903,15.0,7.236252576437813,10.0,6.109055644224972,6.949254890169998,21.589610980947676,9.28268549428945,43.2253058786805,199.77543609941543,45.627252315107754,5.5826083041466195,50.0,50.0,50.0,5.0,924.3284201695208,15.0
C6,35.294117647058854,15.0,83.6141670315675,10.0,81.33429313108556,24.753602559199535,40.125983206986504,7.474353001698414,33.09284062629275,153.566409303724,38.34128226874638,89.12877984128335,50.0,50.0,50.0,5.0,718.274171382357,15.0
C7,35.294117647058854,15.0,83.6141670315675,10.0,81.33429313108556,24.753602559199535,40.125983206986504,7.474353001698414,33.09284062629275,153.566409303724,38.34128226874638,89.12877984128335,50.0,50.0,50.0,5.0,718.274171382357,15.0
C8,35.294117647058854,15.0,83.6141670315675,10.0,81.33429313108556,24.753602559199535,40.125983206986504,7.474353001698414,33.09284062629275,153.566409303724,38.34128226874638,89.12877984128335,50.0,50.0,50.0,5.0,718.274171382357,15.0
D1,35.294117647058975,15.0,17.930066347415,10.0,44.6026330283326,22.908209719783525,9.987903106931249,5.9820227359695615,453.3813087797389,47.89548330471482,9.180783658608949,21.915599340275836,50.0,50.0,50.0,5.0,635.9218723311706,15.0
D2,35.294117647058975,15.0,17.930066347415,10.0,44.6026330283326,22.908209719783525,9.987903106931249,5.9820227359695615,453.3813087797389,47.89548330471482,9.180783658608949,21.915599340275836,50.0,50.0,50.0,5.0,635.9218723311706,15.0
D3,35.294117647058975,15.0,17.930066347415,10.0,44.6026330283326,22.908209719783525,9.987903106931249,5.9820227359695615,453.3813087797389,47.89548330471482,9.180783658608949,21.915599340275836,50.0,50.0,50.0,5.0,635.9218723311706,15.0
D4,35.29411764705856,15.0,27.073824008560003,10.0,83.13381798988355,12.488539048459188,9.884078127493,6.0487467468764935,129.29643646031082,17.896840347653587,31.18382055623197,24.940600087672497,50.0,50.0,50.0,5.0,927.7591789798003,15.0
D5,35.29411764705856,15.0,27.073824008560003,10.0,83.13381798988355,12.488539048459188,9.884078127493,6.0487467468764935,129.29643646031082,17.896840347653587,31.18382055623197,24.940600087672497,50.0,50.0,50.0,5.0,927.7591789798003,15.0
D6,35.29411764705856,15.0,27.073824008560003,10.0,83.13381798988355,12.488539048459188,9.884078127493,6.0487467468764935,129.29643646031082,17.896840347653587,31.18382055623197,24.940600087672497,50.0,50.0,50.0,5.0,927.7591789798003,15.0
D7,35.29411764705896,15.0,14.511423354620627,10.0,63.23685877759953,15.31572198631805,12.074869397440725,5.462371599798381,10.90182658534851,6.267643636783692,7.784114497145703,7.83666516365,50.0,50.0,50.0,5.0,1126.3143873542358,15.0
D8,35.29411764705896,15.0,14.511423354620627,10.0,63.23685877759953,15.31572198631805,12.074869397440725,5.462371599798381,10.90182658534851,6.267643636783692,7.784114497145703,7.83666516365,50.0,50.0,50.0,5.0,1126.3143873542358,15.0
E1,35.29411764705896,15.0,14.511423354620627,10.0,63.23685877759953,15.31572198631805,12.074869397440725,5.462371599798381,10.90182658534851,6.267643636783692,7.784114497145703,7.83666516365,50.0,50.0,50.0,5.0,1126.3143873542358,15.0
E2,35.29411764705868,15.0,10.546371853994875,10.0,29.562369731517997,19.837904634356427,7.121925336553,8.999573914796633,44.2952957947682,24.761138648546044,13.548806292100004,34.29589811753334,50.0,50.0,50.0,5.0,1076.7365980287748,15.0
E3,35.29411764705868,15.0,10.546371853994875,10.0,29.562369731517997,19.837904634356427,7.121925336553,8.999573914796633,44.2952957947682,24.761138648546044,13.548806292100004,34.29589811753334,50.0,50.0,50.0,5.0,1076.7365980287748,15.0
E4,35.29411764705868,15.0,10.546371853994875,10.0,29.562369731517997,19.837904634356427,7.121925336553,8.999573914796633,44.2952957947682,24.761138648546044,13.548806292100004,34.29589811753334,50.0,50.0,50.0,5.0,1076.7365980287748,15.0
E5,35.29411764705858,15.0,6.764193238322501,10.0,29.579736404665848,18.15784416497888,19.697911199071854,6.5864305075377585,21.526630555608858,37.09769065537078,14.561073049425001,28.25670795426667,50.0,50.0,50.0,5.0,1087.4776646236933,15.0
E6,35.29411764705858,15.0,6.764193238322501,10.0,29.579736404665848,18.15784416497888,19.697911199071854,6.5864305075377585,21.526630555608858,37.09769065537078,14.561073049425001,28.25670795426667,50.0,50.0,50.0,5.0,1087.4776646236933,15.0
E7,35.29411764705858,15.0,6.764193238322501,10.0,29.579736404665848,18.15784416497888,19.697911199071854,6.5864305075377585,21.526630555608858,37.09769065537078,14.561073049425001,28.25670795426667,50.0,50.0,50.0,5.0,1087.4776646236933,15.0
E8,35.29411764705877,15.0,9.014484460237126,10.0,73.95556980579174,5.255822354280636,32.9015775951795,7.692713460740192,385.6684247074528,123.80017596984555,26.789946313309066,11.257302782565153,50.0,50.0,50.0,5.0,593.3698649035395,15.0
F1,35.29411764705877,15.0,9.014484460237126,10.0,73.95556980579174,5.255822354280636,32.9015775951795,7.692713460740192,385.6684247074528,123.80017596984555,26.789946313309066,11.257302782565153,50.0,50.0,50.0,5.0,593.3698649035395,15.0
F2,35.29411764705877,15.0,9.014484460237126,10.0,73.95556980579174,5.255822354280636,32.9015775951795,7.692713460740192,385.6684247074528,123.80017596984555,26.789946313309066,11.257302782565153,50.0,50.0,50.0,5.0,593.3698649035395,15.0
F3,35.29411764705869,15.0,16.437658930250002,10.0,56.617460599662365,10.462311262246518,7.946676496401101,10.601089168666864,49.62412232587695,251.16063475826127,18.524367973700002,20.436345804366667,50.0,50.0,50.0,5.0,827.8952150335095,15.0
F4,35.29411764705869,15.0,16.437658930250002,10.0,56.617460599662365,10.462311262246518,7.946676496401101,10.601089168666864,49.62412232587695,251.16063475826127,18.524367973700002,20.436345804366667,50.0,50.0,50.0,5.0,827.8952150335095,15.0
F5,35.29411764705869,15.0,16.437658930250002,10.0,56.617460599662365,10.462311262246518,7.946676496401101,10.601089168666864,49.62412232587695,251.16063475826127,18.524367973700002,20.436345804366667,50.0,50.0,50.0,5.0,827.8952150335095,15.0
F6,35.29411764705862,15.0,54.37617915915876,10.0,10.918458425592267,5.204485486976122,46.713756883929996,7.225438603869977,49.56270854571026,52.5810195209222,52.38702503861513,54.17261722841668,50.0,50.0,50.0,5.0,936.56419345975,15.0
F7,35.29411764705862,15.0,54.37617915915876,10.0,10.918458425592267,5.204485486976122,46.713756883929996,7.225438603869977,49.56270854571026,52.5810195209222,52.38702503861513,54.17261722841668,50.0,50.0,50.0,5.0,936.56419345975,15.0
F8,35.29411764705862,15.0,54.37617915915876,10.0,10.918458425592267,5.204485486976122,46.713756883929996,7.225438603869977,49.56270854571026,52.5810195209222,52.38702503861513,54.17261722841668,50.0,50.0,50.0,5.0,936.56419345975,15.0
