Well,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340_pred,OD340_std,Label
E2,0.020822332716809548,0.7965484021281849,1.014489563053254,0.060333352527549254,16.197726220921343,0.08709967490143544,499.93037426999115,0.00024638377584706533,0.002149940787030535,0.0011575886146147588,0.001760637792353613,0.00015108945083503389,0.7050988925368009,0.07274178944031369,exploit
F2,0.020822332716809548,0.7965484021281849,1.014489563053254,0.060333352527549254,16.197726220921343,0.08709967490143544,499.93037426999115,0.00024638377584706533,0.002149940787030535,0.0011575886146147588,0.001760637792353613,0.00015108945083503389,0.7050988925368009,0.07274178944031369,exploit
A3,0.02162384083912883,0.7277742063459823,0.7731728972097223,0.059909059153242135,17.477055681893923,0.1746552997863542,466.01603685106465,0.00025610046945348736,0.0021328855430433704,0.0014646389421260168,0.001415792696453001,0.00024448550276949717,0.7050715122145207,0.07245629275598331,exploit
B3,0.02162384083912883,0.7277742063459823,0.7731728972097223,0.059909059153242135,17.477055681893923,0.1746552997863542,466.01603685106465,0.00025610046945348736,0.0021328855430433704,0.0014646389421260168,0.001415792696453001,0.00024448550276949717,0.7050715122145207,0.07245629275598331,exploit
C3,0.02162384083912883,0.7277742063459823,0.7731728972097223,0.059909059153242135,17.477055681893923,0.1746552997863542,466.01603685106465,0.00025610046945348736,0.0021328855430433704,0.0014646389421260168,0.001415792696453001,0.00024448550276949717,0.7050715122145207,0.07245629275598331,exploit
D3,0.021155073263014107,0.7560379596389459,0.7203132063738273,0.05949059157638472,17.21677775811351,0.13327354441143124,482.48001168449156,0.00024559781606056376,0.002125859917569261,0.0012939742000434352,0.001683139177346295,0.00019151378932343315,0.7047597187148468,0.07266958031333401,exploit
E3,0.021155073263014107,0.7560379596389459,0.7203132063738273,0.05949059157638472,17.21677775811351,0.13327354441143124,482.48001168449156,0.00024559781606056376,0.002125859917569261,0.0012939742000434352,0.001683139177346295,0.00019151378932343315,0.7047597187148468,0.07266958031333401,exploit
F3,0.021155073263014107,0.7560379596389459,0.7203132063738273,0.05949059157638472,17.21677775811351,0.13327354441143124,482.48001168449156,0.00024559781606056376,0.002125859917569261,0.0012939742000434352,0.001683139177346295,0.00019151378932343315,0.7047597187148468,0.07266958031333401,exploit
A4,0.02136627246570755,0.7475447255003997,1.3918150715894404,0.060333352527549254,17.48911911589613,0.08709967490143544,501.89775095521935,0.00025430769169224504,0.002149940787030535,0.001696602275043269,0.001365686190930234,0.00025933839917966753,0.7044495903570532,0.07233897203286553,exploit
B4,0.02136627246570755,0.7475447255003997,1.3918150715894404,0.060333352527549254,17.48911911589613,0.08709967490143544,501.89775095521935,0.00025430769169224504,0.002149940787030535,0.001696602275043269,0.001365686190930234,0.00025933839917966753,0.7044495903570532,0.07233897203286553,exploit
C4,0.02136627246570755,0.7475447255003997,1.3918150715894404,0.060333352527549254,17.48911911589613,0.08709967490143544,501.89775095521935,0.00025430769169224504,0.002149940787030535,0.001696602275043269,0.001365686190930234,0.00025933839917966753,0.7044495903570532,0.07233897203286553,exploit
D4,0.022347229940310503,0.7731472466685008,1.2250449311046259,0.05998933410056319,15.77862653061074,0.20433239254057978,469.9718336245807,0.00024358106081395913,0.0021356878461691988,0.0013695359595954316,0.0013934667406125915,0.00022443804819590938,0.70444682502316,0.07219900637012756,exploit
E4,0.022347229940310503,0.7731472466685008,1.2250449311046259,0.05998933410056319,15.77862653061074,0.20433239254057978,469.9718336245807,0.00024358106081395913,0.0021356878461691988,0.0013695359595954316,0.0013934667406125915,0.00022443804819590938,0.70444682502316,0.07219900637012756,exploit
F4,0.022347229940310503,0.7731472466685008,1.2250449311046259,0.05998933410056319,15.77862653061074,0.20433239254057978,469.9718336245807,0.00024358106081395913,0.0021356878461691988,0.0013695359595954316,0.0013934667406125915,0.00022443804819590938,0.70444682502316,0.07219900637012756,exploit
A5,0.01775114307094823,0.7781910672495521,0.8884670939591981,0.06276633157749255,15.957897509794185,0.13023320803954985,489.0393939679103,0.0002558811395511408,0.0021529711581736955,0.0011507668444836912,0.0015735599872854665,0.0001730902105232079,0.7044296324385892,0.07284974978074793,exploit
B5,0.01775114307094823,0.7781910672495521,0.8884670939591981,0.06276633157749255,15.957897509794185,0.13023320803954985,489.0393939679103,0.0002558811395511408,0.0021529711581736955,0.0011507668444836912,0.0015735599872854665,0.0001730902105232079,0.7044296324385892,0.07284974978074793,exploit
C5,0.01775114307094823,0.7781910672495521,0.8884670939591981,0.06276633157749255,15.957897509794185,0.13023320803954985,489.0393939679103,0.0002558811395511408,0.0021529711581736955,0.0011507668444836912,0.0015735599872854665,0.0001730902105232079,0.7044296324385892,0.07284974978074793,exploit
D5,0.020187465933234405,0.6286021892869778,0.7147622783082666,0.0649227698990324,16.442086548309703,0.0715742720119148,488.1109340922228,0.0002553592184844078,0.0021252699565034684,0.0016479606493346182,0.002065073451662588,9.964441821738626e-05,0.704053556328884,0.07313875328004893,exploit
E5,0.020187465933234405,0.6286021892869778,0.7147622783082666,0.0649227698990324,16.442086548309703,0.0715742720119148,488.1109340922228,0.0002553592184844078,0.0021252699565034684,0.0016479606493346182,0.002065073451662588,9.964441821738626e-05,0.704053556328884,0.07313875328004893,exploit
F5,0.020187465933234405,0.6286021892869778,0.7147622783082666,0.0649227698990324,16.442086548309703,0.0715742720119148,488.1109340922228,0.0002553592184844078,0.0021252699565034684,0.0016479606493346182,0.002065073451662588,9.964441821738626e-05,0.704053556328884,0.07313875328004893,exploit
A6,0.01951514708124563,0.6515151779684504,1.2590978421416974,0.06507768278199566,18.179259418689078,0.19158745648776998,501.25224549950656,0.00026017781309315774,0.0021552892853942763,0.0014619085563315867,0.002460010373939828,0.0002471304029022799,0.7038732383533721,0.07256522433795655,exploit
B6,0.01951514708124563,0.6515151779684504,1.2590978421416974,0.06507768278199566,18.179259418689078,0.19158745648776998,501.25224549950656,0.00026017781309315774,0.0021552892853942763,0.0014619085563315867,0.002460010373939828,0.0002471304029022799,0.7038732383533721,0.07256522433795655,exploit
C6,0.01951514708124563,0.6515151779684504,1.2590978421416974,0.06507768278199566,18.179259418689078,0.19158745648776998,501.25224549950656,0.00026017781309315774,0.0021552892853942763,0.0014619085563315867,0.002460010373939828,0.0002471304029022799,0.7038732383533721,0.07256522433795655,exploit
D6,0.02075972559325382,0.6642769043297714,1.1360374574258367,0.06218720892064253,17.33973318969856,0.15700168932045355,471.31451226311384,0.00024257189060686307,0.002141927917859206,0.0015704528426216168,0.000984308686029593,0.00017533245832359213,0.703797170190109,0.07246408906745876,exploit
E6,0.02075972559325382,0.6642769043297714,1.1360374574258367,0.06218720892064253,17.33973318969856,0.15700168932045355,471.31451226311384,0.00024257189060686307,0.002141927917859206,0.0015704528426216168,0.000984308686029593,0.00017533245832359213,0.703797170190109,0.07246408906745876,exploit
F6,0.02075972559325382,0.6642769043297714,1.1360374574258367,0.06218720892064253,17.33973318969856,0.15700168932045355,471.31451226311384,0.00024257189060686307,0.002141927917859206,0.0015704528426216168,0.000984308686029593,0.00017533245832359213,0.703797170190109,0.07246408906745876,exploit
A7,0.021765824280176746,0.7053528134553089,0.7011611251761902,0.06162137576475718,17.251398464145364,0.05442198572038026,491.1643214140713,0.00024557059116508343,0.0021472739133970103,0.0017086754409174857,0.002308354337274835,0.0002939929821841698,0.7034287332520106,0.07266243519095388,exploit
B7,0.021765824280176746,0.7053528134553089,0.7011611251761902,0.06162137576475718,17.251398464145364,0.05442198572038026,491.1643214140713,0.00024557059116508343,0.0021472739133970103,0.0017086754409174857,0.002308354337274835,0.0002939929821841698,0.7034287332520106,0.07266243519095388,exploit
C7,0.021765824280176746,0.7053528134553089,0.7011611251761902,0.06162137576475718,17.251398464145364,0.05442198572038026,491.1643214140713,0.00024557059116508343,0.0021472739133970103,0.0017086754409174857,0.002308354337274835,0.0002939929821841698,0.7034287332520106,0.07266243519095388,exploit
D7,0.021704022591920894,0.8154380572417805,1.2243730682765772,0.06237394920723215,15.425222437478588,0.09538143983528813,505.30973175823624,0.0002609675636008771,0.002122350247460261,0.00137466015195963,0.0015873501501087253,0.00018994483697102834,0.7033862746318571,0.07261062123682932,exploit
E7,0.021704022591920894,0.8154380572417805,1.2243730682765772,0.06237394920723215,15.425222437478588,0.09538143983528813,505.30973175823624,0.0002609675636008771,0.002122350247460261,0.00137466015195963,0.0015873501501087253,0.00018994483697102834,0.7033862746318571,0.07261062123682932,exploit
F7,0.021704022591920894,0.8154380572417805,1.2243730682765772,0.06237394920723215,15.425222437478588,0.09538143983528813,505.30973175823624,0.0002609675636008771,0.002122350247460261,0.00137466015195963,0.0015873501501087253,0.00018994483697102834,0.7033862746318571,0.07261062123682932,exploit
A8,0.018474394229118882,0.5669787289801458,1.099397951349979,0.059511339998649215,16.789563844831065,0.14890819492496887,472.868429543405,0.00025951397307746003,0.0021317037470244293,0.0014285324846216633,0.0024609494389006914,0.00015483919326336596,0.7033614921190728,0.07261414025473184,exploit
B8,0.018474394229118882,0.5669787289801458,1.099397951349979,0.059511339998649215,16.789563844831065,0.14890819492496887,472.868429543405,0.00025951397307746003,0.0021317037470244293,0.0014285324846216633,0.0024609494389006914,0.00015483919326336596,0.7033614921190728,0.07261414025473184,exploit
C8,0.018474394229118882,0.5669787289801458,1.099397951349979,0.059511339998649215,16.789563844831065,0.14890819492496887,472.868429543405,0.00025951397307746003,0.0021317037470244293,0.0014285324846216633,0.0024609494389006914,0.00015483919326336596,0.7033614921190728,0.07261414025473184,exploit
D8,0.004174407499363333,0.30490233488230817,1.2839082381266227,0.010500587163345286,8.980714775949066,0.476417129852727,47.053346588000025,3.2708591842261674e-05,0.00032987448028851617,9.616761307152156e-05,0.0007840661293316009,9.240008104862656e-05,0.2598140885560972,0.07119253994294562,standard
E8,0.004174407499363333,0.30490233488230817,1.2839082381266227,0.010500587163345286,8.980714775949066,0.476417129852727,47.053346588000025,3.2708591842261674e-05,0.00032987448028851617,9.616761307152156e-05,0.0007840661293316009,9.240008104862656e-05,0.2598140885560972,0.07119253994294562,standard
F8,0.004174407499363333,0.30490233488230817,1.2839082381266227,0.010500587163345286,8.980714775949066,0.476417129852727,47.053346588000025,3.2708591842261674e-05,0.00032987448028851617,9.616761307152156e-05,0.0007840661293316009,9.240008104862656e-05,0.2598140885560972,0.07119253994294562,standard
